This file was created by CMPT_VAR_RETS using the 201612 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The residual return variance is measured over 60 days up to formation monthend requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197211,   0.816,   1.598,   2.402,   3.934,   9.164,   0.679,   1.121,   1.455,   1.738,   2.205,   2.785,   3.459,   4.427,   5.964,  12.304
197212,   0.837,   1.702,   2.633,   4.373,  10.188,   0.691,   1.157,   1.547,   1.924,   2.411,   2.964,   3.741,   4.939,   6.673,  13.775
197301,   0.859,   1.774,   2.769,   4.526,  10.919,   0.685,   1.225,   1.634,   2.003,   2.538,   3.094,   3.886,   5.247,   7.155,  15.164
197302,   0.913,   1.965,   3.019,   4.881,  11.386,   0.752,   1.338,   1.763,   2.229,   2.732,   3.413,   4.205,   5.498,   7.319,  15.664
197303,   0.925,   1.949,   3.057,   4.662,  11.166,   0.750,   1.361,   1.747,   2.177,   2.790,   3.390,   4.199,   5.352,   7.382,  16.158
197304,   0.923,   2.065,   3.294,   5.065,  15.844,   0.722,   1.404,   1.838,   2.364,   2.936,   3.667,   4.574,   5.676,   8.033,  21.592
197305,   0.925,   2.136,   3.558,   5.769,  16.857,   0.696,   1.368,   1.891,   2.415,   3.101,   4.052,   5.083,   6.421,   8.801,  23.426
197306,   0.946,   2.270,   3.846,   6.458,  15.707,   0.686,   1.388,   2.071,   2.599,   3.449,   4.442,   5.652,   7.351,  10.014,  21.550
197307,   0.969,   2.468,   4.312,   6.954,  17.335,   0.758,   1.482,   2.116,   2.942,   3.905,   4.879,   6.158,   8.053,  11.159,  23.821
197308,   0.980,   2.666,   4.697,   7.781,  18.877,   0.773,   1.593,   2.314,   3.270,   4.167,   5.324,   6.924,   8.879,  12.500,  26.116
197309,   0.989,   2.478,   4.299,   7.173,  17.396,   0.789,   1.591,   2.204,   2.942,   3.870,   4.950,   6.335,   8.332,  11.520,  22.959
197310,   1.241,   2.587,   4.445,   7.424,  17.547,   0.990,   1.784,   2.312,   3.077,   3.974,   5.097,   6.546,   8.612,  11.780,  22.375
197311,   1.280,   2.726,   4.293,   7.067,  16.517,   1.001,   1.818,   2.421,   3.008,   3.969,   4.835,   6.198,   8.008,  10.926,  21.877
197312,   1.567,   3.335,   5.290,   8.450,  19.426,   1.274,   2.265,   3.051,   3.823,   4.885,   5.975,   7.577,   9.670,  12.486,  26.401
197401,   1.909,   4.128,   6.626,  10.022,  21.567,   1.573,   2.708,   3.710,   4.749,   5.966,   7.323,   9.113,  11.337,  15.192,  28.274
197402,   2.147,   4.706,   7.416,  11.583,  26.061,   1.713,   3.119,   4.210,   5.354,   6.670,   8.386,  10.201,  13.147,  17.673,  35.419
197403,   1.864,   4.087,   6.295,  10.161,  22.708,   1.472,   2.684,   3.641,   4.746,   5.756,   7.329,   9.026,  11.704,  15.690,  32.267
197404,   1.340,   2.976,   4.724,   7.565,  18.122,   1.069,   2.003,   2.653,   3.452,   4.255,   5.395,   6.723,   8.807,  12.026,  25.249
197405,   1.118,   2.644,   4.075,   6.510,  14.933,   0.887,   1.774,   2.374,   3.009,   3.719,   4.615,   5.802,   7.530,  10.336,  21.016
197406,   1.185,   2.670,   4.181,   6.293,  15.260,   0.979,   1.868,   2.401,   3.019,   3.743,   4.607,   5.611,   7.352,  10.000,  20.519
197407,   1.236,   2.864,   4.439,   7.059,  15.347,   1.011,   1.984,   2.610,   3.268,   4.053,   5.013,   6.292,   7.843,  10.812,  22.989
197408,   1.530,   3.416,   5.298,   8.196,  19.404,   1.268,   2.278,   3.106,   3.869,   4.831,   5.778,   7.231,   9.512,  12.706,  28.326
197409,   1.775,   3.687,   5.729,   8.874,  21.711,   1.493,   2.541,   3.295,   4.184,   5.144,   6.281,   7.845,  10.233,  14.219,  29.842
197410,   2.192,   4.452,   6.778,  10.446,  25.711,   1.796,   3.148,   4.009,   4.899,   6.043,   7.619,   9.354,  12.242,  17.390,  38.373
197411,   2.604,   5.133,   7.709,  12.834,  29.017,   2.058,   3.732,   4.691,   5.643,   6.985,   8.777,  11.076,  14.630,  19.901,  42.914
197412,   2.648,   5.053,   7.940,  12.758,  30.216,   2.098,   3.543,   4.632,   5.712,   7.084,   8.895,  11.156,  14.337,  20.276,  43.696
197501,   2.364,   4.740,   7.521,  11.985,  29.472,   1.806,   3.219,   4.367,   5.355,   6.602,   8.455,  10.633,  13.495,  19.393,  43.661
197502,   2.394,   4.394,   7.343,  11.784,  30.796,   1.790,   3.121,   3.916,   5.129,   6.628,   8.356,  10.474,  13.634,  19.538,  48.202
197503,   2.331,   4.504,   7.397,  11.942,  31.575,   1.757,   3.053,   4.037,   5.234,   6.655,   8.395,  10.648,  13.678,  20.374,  51.366
197504,   2.112,   3.987,   6.635,  11.324,  28.904,   1.668,   2.859,   3.632,   4.743,   6.048,   7.587,   9.989,  12.799,  19.228,  42.602
197505,   1.713,   3.652,   5.836,   9.524,  22.993,   1.347,   2.396,   3.243,   4.227,   5.225,   6.548,   8.295,  11.075,  15.557,  34.608
197506,   1.592,   3.367,   5.261,   8.643,  20.671,   1.294,   2.259,   2.987,   3.799,   4.732,   6.106,   7.744,   9.990,  13.817,  29.969
197507,   1.488,   3.259,   5.204,   8.321,  19.430,   1.233,   2.137,   2.884,   3.840,   4.765,   5.882,   7.416,   9.413,  12.960,  27.854
197508,   1.321,   2.923,   4.645,   7.290,  18.541,   1.077,   1.931,   2.594,   3.363,   4.263,   5.269,   6.462,   8.273,  12.089,  26.119
197509,   1.202,   2.643,   4.165,   6.582,  16.050,   1.037,   1.765,   2.320,   3.039,   3.818,   4.686,   5.921,   7.561,  10.457,  22.565
197510,   1.172,   2.505,   3.829,   6.022,  13.680,   0.953,   1.680,   2.238,   2.851,   3.438,   4.331,   5.397,   6.840,   9.129,  19.977
197511,   1.093,   2.482,   3.891,   5.833,  13.404,   0.884,   1.677,   2.226,   2.804,   3.522,   4.355,   5.250,   6.540,   8.699,  19.553
197512,   1.084,   2.478,   3.801,   5.951,  15.058,   0.797,   1.629,   2.184,   2.788,   3.485,   4.298,   5.313,   6.737,   9.354,  21.641
197601,   0.943,   2.341,   3.760,   5.934,  15.469,   0.749,   1.580,   2.145,   2.730,   3.462,   4.215,   5.231,   6.764,   9.604,  23.219
197602,   1.082,   2.641,   4.159,   6.764,  17.211,   0.842,   1.715,   2.351,   3.037,   3.760,   4.707,   5.934,   7.664,  11.059,  25.953
197603,   1.154,   2.829,   4.612,   7.547,  19.560,   0.897,   1.858,   2.565,   3.288,   4.145,   5.078,   6.589,   8.539,  11.912,  27.506
197604,   1.160,   2.715,   4.485,   7.132,  18.370,   0.906,   1.788,   2.467,   3.245,   4.050,   4.982,   6.274,   8.115,  11.371,  24.794
197605,   1.014,   2.362,   3.652,   5.844,  15.536,   0.802,   1.509,   2.095,   2.729,   3.356,   4.062,   5.245,   6.645,   9.258,  21.557
197606,   0.912,   1.942,   3.046,   4.633,  11.750,   0.752,   1.340,   1.726,   2.246,   2.772,   3.352,   4.178,   5.346,   7.193,  16.819
197607,   0.826,   1.795,   2.862,   4.455,  11.313,   0.676,   1.215,   1.599,   2.077,   2.619,   3.214,   3.986,   5.112,   6.999,  15.429
197608,   0.765,   1.685,   2.695,   4.265,  10.623,   0.637,   1.146,   1.529,   1.907,   2.456,   3.048,   3.808,   4.880,   6.640,  15.957
197609,   0.692,   1.560,   2.441,   3.864,   9.889,   0.522,   1.002,   1.401,   1.796,   2.185,   2.771,   3.466,   4.477,   6.218,  14.707
197610,   0.670,   1.413,   2.248,   3.564,  10.073,   0.507,   0.955,   1.265,   1.622,   2.052,   2.527,   3.205,   4.141,   5.763,  14.898
197611,   0.683,   1.456,   2.225,   3.548,  10.190,   0.550,   1.021,   1.318,   1.653,   2.019,   2.482,   3.130,   4.259,   5.806,  15.384
197612,   0.750,   1.588,   2.427,   3.906,  11.450,   0.618,   1.085,   1.424,   1.824,   2.234,   2.689,   3.408,   4.558,   6.465,  16.880
197701,   0.788,   1.685,   2.634,   4.220,  11.776,   0.628,   1.173,   1.520,   1.925,   2.404,   2.912,   3.728,   4.805,   6.786,  17.607
197702,   0.762,   1.707,   2.661,   4.357,  12.099,   0.600,   1.193,   1.564,   1.928,   2.418,   2.942,   3.868,   4.939,   6.856,  16.950
197703,   0.738,   1.655,   2.541,   4.066,  12.471,   0.564,   1.159,   1.502,   1.875,   2.283,   2.829,   3.607,   4.741,   6.709,  16.945
197704,   0.687,   1.508,   2.255,   3.573,  11.356,   0.534,   1.040,   1.361,   1.677,   2.057,   2.533,   3.176,   4.196,   6.113,  16.096
197705,   0.644,   1.440,   2.175,   3.548,  10.464,   0.504,   0.959,   1.296,   1.606,   1.974,   2.472,   3.127,   3.989,   5.765,  15.515
197706,   0.598,   1.375,   2.079,   3.383,   9.858,   0.462,   0.883,   1.229,   1.562,   1.934,   2.373,   2.999,   3.806,   5.536,  14.628
197707,   0.575,   1.346,   2.135,   3.427,   9.750,   0.464,   0.896,   1.186,   1.583,   1.939,   2.405,   3.028,   3.995,   5.721,  14.340
197708,   0.583,   1.318,   2.111,   3.337,   9.453,   0.447,   0.888,   1.172,   1.489,   1.907,   2.399,   2.963,   3.832,   5.775,  13.799
197709,   0.594,   1.298,   2.031,   3.247,   9.308,   0.454,   0.888,   1.175,   1.460,   1.816,   2.273,   2.863,   3.764,   5.549,  13.709
197710,   0.572,   1.274,   1.988,   3.185,   9.100,   0.444,   0.881,   1.174,   1.463,   1.811,   2.215,   2.778,   3.692,   5.521,  13.679
197711,   0.610,   1.294,   1.996,   3.241,   9.743,   0.446,   0.912,   1.165,   1.452,   1.820,   2.230,   2.871,   3.734,   5.498,  14.940
197712,   0.642,   1.439,   2.301,   3.767,  11.626,   0.516,   0.960,   1.289,   1.652,   2.061,   2.605,   3.312,   4.365,   6.446,  17.917
197801,   0.639,   1.467,   2.352,   3.920,  12.436,   0.494,   0.970,   1.304,   1.676,   2.124,   2.692,   3.379,   4.523,   6.608,  18.970
197802,   0.654,   1.461,   2.322,   3.900,  12.733,   0.495,   0.985,   1.324,   1.705,   2.096,   2.613,   3.335,   4.504,   6.668,  19.193
197803,   0.632,   1.384,   2.154,   3.596,  12.204,   0.434,   0.946,   1.242,   1.557,   1.935,   2.433,   3.121,   4.069,   6.080,  18.569
197804,   0.622,   1.393,   2.196,   3.743,  11.287,   0.456,   0.918,   1.224,   1.605,   1.953,   2.507,   3.220,   4.415,   6.613,  16.354
197805,   0.626,   1.500,   2.306,   3.985,  11.322,   0.495,   0.975,   1.350,   1.685,   2.081,   2.703,   3.436,   4.664,   6.973,  16.085
197806,   0.686,   1.651,   2.606,   4.391,  11.282,   0.544,   1.070,   1.478,   1.884,   2.380,   2.982,   3.876,   5.080,   7.125,  16.388
197807,   0.738,   1.756,   2.740,   4.583,  13.390,   0.541,   1.146,   1.557,   1.973,   2.482,   3.153,   3.988,   5.192,   7.360,  19.469
197808,   0.713,   1.606,   2.566,   4.323,  13.310,   0.545,   1.060,   1.459,   1.864,   2.312,   2.933,   3.681,   4.923,   6.981,  19.287
197809,   0.721,   1.635,   2.652,   4.422,  13.823,   0.574,   1.037,   1.447,   1.884,   2.362,   2.933,   3.836,   5.047,   7.133,  20.742
197810,   0.755,   1.705,   2.763,   4.572,  13.952,   0.592,   1.083,   1.491,   1.925,   2.472,   3.132,   3.920,   5.341,   7.737,  19.257
197811,   0.764,   1.709,   2.861,   4.899,  14.589,   0.599,   1.131,   1.543,   2.020,   2.568,   3.312,   4.290,   5.575,   7.982,  19.850
197812,   0.866,   1.840,   3.140,   5.122,  15.451,   0.660,   1.198,   1.653,   2.143,   2.792,   3.520,   4.580,   5.926,   8.524,  21.713
197901,   0.903,   1.903,   3.189,   5.330,  15.176,   0.725,   1.246,   1.723,   2.200,   2.872,   3.664,   4.722,   6.146,   8.730,  20.668
197902,   0.776,   1.768,   2.861,   4.839,  14.317,   0.631,   1.174,   1.584,   2.042,   2.556,   3.264,   4.176,   5.603,   7.954,  19.703
197903,   0.687,   1.590,   2.622,   4.383,  12.759,   0.528,   1.083,   1.457,   1.849,   2.356,   3.057,   3.845,   4.959,   7.093,  17.459
197904,   0.633,   1.547,   2.525,   4.279,  11.868,   0.485,   1.011,   1.360,   1.766,   2.248,   2.905,   3.671,   4.851,   6.800,  16.275
197905,   0.622,   1.480,   2.393,   4.117,  11.414,   0.475,   0.963,   1.296,   1.669,   2.125,   2.811,   3.570,   4.713,   6.719,  16.079
197906,   0.634,   1.446,   2.431,   4.278,  11.801,   0.503,   0.978,   1.284,   1.642,   2.173,   2.851,   3.698,   4.897,   6.924,  16.318
197907,   0.683,   1.483,   2.496,   4.550,  13.502,   0.547,   0.990,   1.307,   1.666,   2.183,   2.929,   3.902,   5.208,   7.681,  19.268
197908,   0.698,   1.535,   2.523,   4.468,  14.171,   0.547,   0.988,   1.362,   1.758,   2.291,   2.930,   3.821,   5.273,   7.662,  19.541
197909,   0.719,   1.613,   2.688,   4.432,  13.027,   0.536,   1.025,   1.441,   1.829,   2.425,   3.046,   3.876,   5.069,   7.350,  19.358
197910,   0.706,   1.576,   2.726,   4.396,  11.857,   0.569,   1.017,   1.396,   1.826,   2.379,   3.113,   3.833,   4.940,   7.011,  16.794
197911,   0.806,   1.716,   2.839,   4.612,  12.439,   0.650,   1.165,   1.547,   2.025,   2.533,   3.178,   3.985,   5.307,   7.259,  17.577
197912,   0.917,   1.851,   2.965,   4.788,  13.290,   0.739,   1.288,   1.669,   2.047,   2.610,   3.299,   4.175,   5.451,   7.807,  18.177
198001,   0.984,   1.956,   3.051,   5.009,  13.151,   0.803,   1.397,   1.772,   2.209,   2.744,   3.431,   4.337,   5.638,   7.768,  17.924
198002,   1.182,   2.211,   3.482,   5.650,  14.899,   0.867,   1.539,   2.017,   2.455,   3.038,   3.978,   4.936,   6.372,   8.585,  21.591
198003,   1.303,   2.398,   3.711,   5.821,  14.841,   1.014,   1.681,   2.167,   2.708,   3.379,   4.177,   5.217,   6.527,   8.643,  22.611
198004,   1.610,   2.824,   4.011,   6.127,  14.263,   1.280,   2.080,   2.580,   3.092,   3.736,   4.539,   5.480,   6.853,   9.047,  21.408
198005,   1.623,   2.914,   4.043,   5.843,  13.295,   1.329,   2.156,   2.655,   3.153,   3.678,   4.460,   5.327,   6.561,   8.803,  19.010
198006,   1.510,   2.821,   4.111,   6.286,  14.286,   1.263,   2.066,   2.577,   3.103,   3.712,   4.621,   5.635,   6.937,   9.170,  20.091
198007,   1.284,   2.415,   3.448,   5.596,  12.330,   1.054,   1.748,   2.180,   2.599,   3.142,   3.847,   4.925,   6.262,   8.173,  17.555
198008,   1.155,   2.303,   3.303,   5.436,  12.173,   0.908,   1.605,   2.036,   2.549,   3.036,   3.672,   4.665,   6.044,   7.956,  16.035
198009,   1.088,   2.177,   3.295,   5.223,  11.542,   0.862,   1.525,   1.989,   2.448,   3.060,   3.720,   4.636,   5.864,   7.803,  15.842
198010,   1.119,   2.249,   3.484,   5.414,  12.229,   0.829,   1.582,   2.046,   2.588,   3.189,   3.867,   4.814,   6.059,   8.022,  17.112
198011,   1.156,   2.235,   3.414,   5.322,  12.152,   0.867,   1.568,   1.956,   2.499,   3.088,   3.847,   4.695,   5.844,   7.559,  17.409
198012,   1.231,   2.456,   3.579,   5.438,  13.021,   1.009,   1.667,   2.203,   2.724,   3.263,   3.949,   4.890,   6.051,   8.087,  17.499
198101,   1.399,   2.638,   3.640,   5.529,  13.473,   1.173,   1.897,   2.422,   2.860,   3.388,   4.091,   5.023,   6.157,   8.153,  18.711
198102,   1.524,   2.738,   3.792,   5.624,  13.815,   1.252,   1.939,   2.460,   2.937,   3.498,   4.167,   5.045,   6.304,   8.390,  19.022
198103,   1.409,   2.475,   3.466,   5.200,  12.693,   1.204,   1.820,   2.235,   2.687,   3.176,   3.849,   4.678,   5.912,   8.038,  16.652
198104,   1.246,   2.324,   3.454,   5.202,  16.873,   1.032,   1.705,   2.115,   2.535,   3.084,   3.817,   4.566,   5.656,   7.729,  24.022
198105,   1.247,   2.407,   3.643,   5.420,  16.626,   0.949,   1.683,   2.138,   2.668,   3.329,   4.055,   4.849,   5.983,   7.790,  25.197
198106,   1.184,   2.286,   3.414,   5.308,  14.447,   0.949,   1.618,   2.036,   2.536,   3.140,   3.752,   4.681,   5.901,   7.682,  19.939
198107,   1.216,   2.256,   3.280,   5.004,  11.373,   0.999,   1.608,   2.055,   2.521,   3.002,   3.611,   4.326,   5.554,   7.359,  15.632
198108,   1.132,   2.141,   3.040,   4.654,  10.547,   0.928,   1.517,   1.971,   2.345,   2.848,   3.344,   4.143,   5.279,   7.017,  14.105
198109,   1.048,   2.002,   2.832,   4.445,   9.983,   0.828,   1.395,   1.800,   2.209,   2.600,   3.195,   3.874,   4.953,   6.652,  12.345
198110,   1.001,   1.969,   3.043,   4.822,  12.252,   0.805,   1.382,   1.758,   2.206,   2.724,   3.361,   4.233,   5.570,   7.425,  16.856
198111,   1.052,   2.172,   3.347,   5.338,  15.367,   0.851,   1.535,   1.976,   2.442,   3.048,   3.812,   4.765,   6.162,   8.512,  21.752
198112,   1.181,   2.367,   3.708,   5.819,  16.123,   0.956,   1.681,   2.115,   2.683,   3.333,   4.152,   5.266,   6.648,   9.684,  23.204
198201,   1.055,   2.116,   3.238,   5.220,  13.958,   0.837,   1.472,   1.887,   2.360,   2.871,   3.633,   4.696,   5.899,   8.181,  20.357
198202,   1.041,   2.017,   3.049,   4.943,  13.027,   0.785,   1.379,   1.829,   2.242,   2.761,   3.402,   4.289,   5.615,   7.897,  17.967
198203,   1.006,   1.981,   3.045,   4.724,  12.133,   0.795,   1.365,   1.811,   2.205,   2.737,   3.336,   4.187,   5.330,   7.406,  16.288
198204,   1.016,   2.211,   3.443,   5.250,  12.856,   0.817,   1.518,   2.045,   2.496,   3.094,   3.810,   4.680,   6.024,   8.380,  19.413
198205,   0.970,   2.208,   3.468,   5.252,  13.154,   0.722,   1.443,   1.950,   2.522,   3.128,   3.776,   4.598,   6.118,   8.373,  19.675
198206,   0.851,   2.024,   3.151,   4.938,  12.698,   0.648,   1.322,   1.788,   2.260,   2.858,   3.478,   4.382,   5.572,   7.606,  18.801
198207,   0.833,   1.964,   2.976,   4.584,  11.678,   0.617,   1.274,   1.749,   2.185,   2.702,   3.292,   4.130,   5.156,   6.900,  17.061
198208,   0.881,   2.084,   3.213,   4.757,  12.127,   0.664,   1.308,   1.794,   2.370,   2.864,   3.581,   4.349,   5.413,   7.229,  18.220
198209,   1.109,   2.458,   3.825,   5.826,  14.541,   0.885,   1.629,   2.182,   2.819,   3.458,   4.272,   5.301,   6.425,   8.986,  23.125
198210,   1.267,   2.705,   4.022,   5.985,  15.569,   0.967,   1.804,   2.372,   2.985,   3.690,   4.465,   5.376,   6.739,   9.568,  21.312
198211,   1.463,   3.089,   4.562,   7.135,  16.777,   1.166,   2.145,   2.831,   3.479,   4.131,   5.047,   6.303,   7.880,  10.807,  23.433
198212,   1.548,   3.044,   4.627,   6.908,  16.823,   1.074,   2.142,   2.807,   3.436,   4.239,   5.051,   6.135,   7.731,  10.181,  22.702
198301,   1.619,   3.240,   4.748,   7.180,  17.721,   1.171,   2.278,   2.865,   3.544,   4.296,   5.251,   6.398,   8.298,  10.936,  24.276
198302,   1.435,   2.897,   4.248,   6.423,  16.279,   1.126,   2.019,   2.625,   3.246,   3.874,   4.563,   5.683,   7.384,   9.727,  22.002
198303,   1.329,   2.635,   4.032,   6.077,  15.751,   0.997,   1.803,   2.370,   2.998,   3.650,   4.385,   5.413,   6.993,   9.436,  22.173
198304,   1.211,   2.527,   3.823,   5.403,  13.592,   0.864,   1.690,   2.255,   2.870,   3.446,   4.141,   4.946,   6.137,   8.167,  19.320
198305,   1.128,   2.422,   3.554,   5.357,  13.874,   0.794,   1.621,   2.133,   2.670,   3.308,   3.994,   4.745,   6.058,   8.209,  20.693
198306,   1.036,   2.361,   3.505,   5.260,  13.282,   0.698,   1.552,   2.085,   2.603,   3.172,   3.943,   4.856,   5.880,   7.792,  19.207
198307,   1.110,   2.415,   3.627,   5.502,  13.432,   0.708,   1.665,   2.179,   2.645,   3.286,   3.984,   4.876,   6.188,   8.256,  18.889
198308,   1.056,   2.343,   3.506,   5.239,  12.621,   0.704,   1.538,   2.106,   2.650,   3.254,   3.853,   4.733,   5.755,   7.607,  17.660
198309,   1.027,   2.148,   3.321,   4.980,  11.299,   0.732,   1.430,   1.951,   2.501,   3.007,   3.624,   4.459,   5.555,   7.134,  14.945
198310,   0.956,   2.058,   2.955,   4.232,  10.008,   0.729,   1.291,   1.815,   2.278,   2.752,   3.285,   3.826,   4.759,   6.277,  13.642
198311,   0.956,   1.868,   2.909,   4.425,  11.061,   0.765,   1.241,   1.686,   2.143,   2.630,   3.218,   3.900,   4.868,   6.638,  14.803
198312,   0.975,   1.952,   2.935,   4.573,  11.336,   0.795,   1.289,   1.761,   2.150,   2.659,   3.280,   4.039,   5.071,   6.938,  15.341
198401,   0.928,   1.869,   2.787,   4.536,  11.214,   0.775,   1.253,   1.685,   2.075,   2.519,   3.155,   3.937,   5.050,   6.834,  15.084
198402,   0.862,   1.831,   2.827,   4.366,  10.614,   0.734,   1.257,   1.677,   2.070,   2.558,   3.190,   3.879,   4.879,   6.476,  14.043
198403,   0.990,   1.996,   3.036,   4.452,  10.741,   0.788,   1.399,   1.808,   2.269,   2.762,   3.337,   3.998,   4.920,   6.795,  13.884
198404,   0.990,   2.047,   3.034,   4.539,  11.056,   0.743,   1.373,   1.836,   2.284,   2.754,   3.324,   4.058,   5.049,   6.880,  14.417
198405,   0.941,   1.994,   2.988,   4.538,  11.230,   0.721,   1.331,   1.767,   2.231,   2.728,   3.319,   4.052,   5.027,   6.713,  14.744
198406,   0.816,   1.865,   2.805,   4.238,  11.624,   0.614,   1.216,   1.667,   2.089,   2.550,   3.085,   3.789,   4.785,   6.478,  16.143
198407,   0.854,   1.904,   2.843,   4.351,  11.992,   0.651,   1.253,   1.727,   2.127,   2.581,   3.125,   3.883,   4.848,   7.026,  17.115
198408,   0.860,   1.904,   2.806,   4.413,  12.002,   0.675,   1.244,   1.701,   2.136,   2.578,   3.165,   3.890,   4.933,   7.068,  17.590
198409,   0.914,   2.009,   3.074,   4.760,  13.192,   0.740,   1.270,   1.783,   2.261,   2.788,   3.458,   4.250,   5.412,   7.778,  19.004
198410,   0.904,   1.976,   3.003,   4.686,  13.466,   0.695,   1.273,   1.716,   2.191,   2.733,   3.328,   4.077,   5.360,   7.525,  20.472
198411,   0.784,   1.682,   2.569,   4.001,  11.452,   0.605,   1.129,   1.490,   1.868,   2.286,   2.813,   3.534,   4.470,   6.457,  16.761
198412,   0.753,   1.587,   2.281,   3.679,  10.890,   0.566,   1.071,   1.423,   1.771,   2.115,   2.593,   3.161,   4.229,   5.963,  15.853
198501,   0.712,   1.513,   2.280,   3.692,  10.856,   0.571,   1.027,   1.348,   1.711,   2.051,   2.529,   3.249,   4.288,   6.196,  16.948
198502,   0.746,   1.598,   2.461,   4.098,  12.437,   0.584,   1.091,   1.436,   1.821,   2.219,   2.750,   3.547,   4.740,   6.731,  18.386
198503,   0.799,   1.701,   2.709,   4.331,  13.115,   0.612,   1.153,   1.510,   1.961,   2.386,   2.986,   3.729,   4.948,   7.377,  19.952
198504,   0.811,   1.704,   2.676,   4.192,  12.762,   0.612,   1.077,   1.510,   1.966,   2.458,   2.958,   3.587,   4.814,   7.085,  19.993
198505,   0.764,   1.564,   2.391,   3.806,  11.425,   0.587,   1.034,   1.387,   1.780,   2.180,   2.655,   3.337,   4.385,   6.422,  17.516
198506,   0.747,   1.482,   2.318,   3.700,  10.863,   0.579,   1.027,   1.345,   1.696,   2.070,   2.589,   3.254,   4.147,   6.064,  16.363
198507,   0.798,   1.516,   2.283,   3.617,  10.081,   0.559,   1.072,   1.394,   1.681,   2.063,   2.515,   3.193,   4.100,   5.812,  15.622
198508,   0.880,   1.635,   2.430,   3.839,  10.834,   0.656,   1.156,   1.461,   1.787,   2.199,   2.687,   3.321,   4.355,   6.139,  16.108
198509,   0.761,   1.468,   2.241,   3.673,  10.701,   0.600,   1.010,   1.337,   1.664,   2.032,   2.504,   3.148,   4.225,   6.048,  16.220
198510,   0.751,   1.465,   2.247,   3.584,  10.644,   0.621,   1.058,   1.320,   1.632,   2.015,   2.505,   3.108,   4.159,   6.084,  16.527
198511,   0.680,   1.403,   2.240,   3.836,  11.345,   0.540,   0.933,   1.252,   1.602,   1.984,   2.522,   3.238,   4.339,   6.644,  17.562
198512,   0.776,   1.588,   2.469,   3.995,  11.744,   0.583,   1.092,   1.406,   1.758,   2.227,   2.765,   3.399,   4.612,   6.908,  18.575
198601,   0.832,   1.684,   2.650,   4.223,  12.889,   0.601,   1.144,   1.528,   1.921,   2.406,   2.896,   3.591,   4.844,   6.891,  20.865
198602,   0.948,   1.821,   2.756,   4.321,  13.946,   0.764,   1.229,   1.651,   2.024,   2.501,   3.064,   3.792,   4.905,   7.240,  22.741
198603,   1.084,   2.022,   3.082,   4.668,  15.086,   0.862,   1.408,   1.844,   2.306,   2.796,   3.370,   4.126,   5.280,   7.773,  24.495
198604,   1.216,   2.241,   3.304,   4.936,  13.923,   0.926,   1.539,   2.045,   2.476,   3.022,   3.554,   4.400,   5.472,   8.199,  23.674
198605,   1.214,   2.261,   3.409,   5.126,  15.145,   0.896,   1.615,   2.070,   2.541,   3.080,   3.717,   4.503,   5.910,   8.444,  24.035
198606,   1.142,   2.079,   3.082,   4.790,  13.588,   0.911,   1.463,   1.900,   2.328,   2.815,   3.410,   4.201,   5.469,   7.845,  21.273
198607,   1.020,   1.864,   2.802,   4.348,  13.065,   0.808,   1.310,   1.666,   2.077,   2.543,   3.079,   3.861,   4.941,   7.079,  19.660
198608,   1.012,   1.961,   2.887,   4.512,  13.074,   0.808,   1.394,   1.798,   2.185,   2.630,   3.253,   4.002,   5.262,   7.434,  21.633
198609,   1.058,   2.077,   3.219,   5.300,  15.324,   0.867,   1.423,   1.840,   2.328,   2.932,   3.663,   4.579,   6.119,   8.316,  23.362
198610,   1.219,   2.259,   3.578,   5.801,  15.884,   1.002,   1.609,   2.046,   2.477,   3.160,   4.098,   5.058,   6.565,   9.321,  24.820
198611,   1.139,   2.101,   3.233,   5.240,  15.211,   0.900,   1.430,   1.881,   2.331,   2.851,   3.629,   4.609,   6.036,   8.637,  23.259
198612,   1.074,   1.996,   3.148,   5.168,  14.755,   0.798,   1.346,   1.751,   2.271,   2.810,   3.515,   4.426,   5.929,   8.685,  22.803
198701,   0.858,   1.704,   2.791,   4.493,  13.708,   0.668,   1.133,   1.533,   2.007,   2.515,   3.101,   3.885,   5.187,   8.109,  22.925
198702,   0.970,   1.910,   2.974,   4.815,  14.700,   0.777,   1.324,   1.749,   2.198,   2.673,   3.298,   4.052,   5.511,   8.128,  21.961
198703,   1.088,   2.031,   3.122,   4.801,  14.465,   0.800,   1.360,   1.844,   2.282,   2.787,   3.422,   4.283,   5.583,   8.087,  23.367
198704,   1.136,   2.094,   3.203,   4.999,  15.116,   0.806,   1.443,   1.875,   2.406,   2.902,   3.554,   4.461,   5.774,   8.386,  22.312
198705,   1.249,   2.109,   3.154,   4.941,  14.219,   1.039,   1.472,   1.875,   2.358,   2.868,   3.547,   4.360,   5.524,   8.014,  21.050
